,Slice,Ground Truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
510014,3,outside_VISp,6,3,5,13,5,5,5,6,2,0
510018,3,outside_VISp,1,3,5,13,5,5,5,6,2,4
510019,3,outside_VISp,6,1,5,12,5,5,5,6,2,5
510020,3,outside_VISp,2,3,5,13,4,1,5,2,2,4
510021,3,outside_VISp,6,1,5,12,5,5,5,6,2,5
510022,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510023,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510024,3,outside_VISp,6,3,5,13,5,5,5,6,2,4
510025,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510026,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510027,3,outside_VISp,6,0,5,10,5,5,5,6,2,4
510028,3,outside_VISp,6,3,5,13,5,5,5,6,2,4
510029,3,outside_VISp,6,3,5,13,5,5,5,6,3,5
510030,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510031,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510032,3,outside_VISp,6,3,5,13,5,5,5,6,3,2
510033,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510034,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510035,3,outside_VISp,6,3,5,13,5,5,5,6,2,4
510037,3,outside_VISp,6,3,5,13,5,5,5,6,2,4
510038,3,outside_VISp,6,3,5,13,5,5,5,6,3,1
510039,3,outside_VISp,6,3,5,13,5,5,5,6,2,0
510041,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510042,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510043,3,outside_VISp,6,1,5,12,5,5,5,6,2,5
510044,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510045,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510046,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510047,3,outside_VISp,6,1,5,12,5,5,5,6,3,3
510048,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510049,3,outside_VISp,6,0,5,2,5,5,5,6,3,0
510050,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510051,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510053,3,outside_VISp,6,4,5,12,5,5,5,6,3,0
510054,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510055,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510056,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510057,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510058,3,outside_VISp,1,3,5,13,5,5,5,6,3,1
510059,3,outside_VISp,1,3,5,13,5,5,5,6,3,5
510060,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510062,3,outside_VISp,6,3,5,13,5,5,5,6,3,5
510063,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510064,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510065,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510067,3,outside_VISp,6,3,5,13,5,5,5,6,3,5
510068,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510069,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510070,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510071,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510072,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510074,3,outside_VISp,6,1,5,12,5,5,5,6,3,3
510075,3,outside_VISp,6,4,5,12,5,5,5,6,3,5
510076,3,outside_VISp,6,4,5,12,5,5,5,6,3,3
510077,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510079,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510080,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510082,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510083,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510084,3,outside_VISp,6,0,5,0,5,5,4,6,3,0
510085,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510086,3,outside_VISp,6,2,5,14,5,5,5,6,3,1
510087,3,outside_VISp,6,2,5,14,5,5,5,6,3,1
510088,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510089,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510090,3,outside_VISp,6,2,5,14,5,5,5,6,3,1
510091,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510092,3,outside_VISp,1,3,5,13,5,5,5,6,3,0
510093,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510094,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510095,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510096,3,outside_VISp,6,1,5,12,5,5,5,6,3,3
510097,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510098,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510099,3,outside_VISp,6,1,5,12,5,5,5,6,3,3
510100,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510101,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510103,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510104,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510105,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510106,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510108,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510109,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510110,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510111,3,outside_VISp,6,1,5,12,5,5,5,6,3,3
510112,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510113,3,outside_VISp,1,1,5,5,5,5,5,6,3,5
510114,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510115,3,outside_VISp,6,3,5,13,5,5,5,6,3,5
510116,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510119,3,outside_VISp,6,3,5,12,5,5,5,6,3,5
510120,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510122,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510123,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510124,3,outside_VISp,6,0,5,2,5,5,5,6,3,0
510125,3,outside_VISp,6,1,5,7,5,5,5,6,3,5
510127,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510128,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510129,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510130,3,outside_VISp,6,3,5,13,5,2,5,6,3,0
510132,3,outside_VISp,6,3,5,13,5,5,5,6,3,1
510133,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510134,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510135,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510136,3,outside_VISp,6,3,5,13,5,5,5,6,3,5
510137,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510138,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510139,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510140,3,outside_VISp,6,2,5,14,5,5,5,6,3,1
510141,3,outside_VISp,6,0,5,0,5,5,5,6,3,0
510142,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510143,3,outside_VISp,6,1,5,9,5,5,5,6,3,5
510144,3,outside_VISp,6,1,5,5,5,5,5,6,3,5
510145,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510146,3,outside_VISp,6,1,5,12,5,5,5,6,3,5
510147,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510148,3,outside_VISp,6,3,5,13,5,5,5,6,3,5
510149,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510150,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510151,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510152,3,outside_VISp,6,0,5,0,5,5,5,6,3,0
510153,3,outside_VISp,6,3,5,13,5,5,5,6,3,0
510154,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510155,3,outside_VISp,6,3,5,13,5,5,5,6,3,4
510156,3,outside_VISp,6,1,5,13,5,5,5,6,3,5
520008,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
520014,3,outside_VISp,3,1,4,5,6,4,0,4,4,5
520015,3,VISp_VI,2,1,0,7,4,1,0,2,2,5
520021,3,outside_VISp,2,0,4,1,4,1,1,2,2,4
520022,3,VISp_VI,2,0,0,1,4,1,1,2,2,4
520023,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
520025,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520026,3,outside_VISp,3,1,4,7,6,4,4,4,4,5
520028,3,VISp_VI,2,0,0,6,4,1,1,2,2,0
520029,3,VISp_VI,2,0,0,10,4,1,1,2,2,0
520030,3,VISp_VI,2,0,0,15,4,1,1,2,2,0
520031,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
520033,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
520034,3,VISp,2,0,0,2,4,1,2,2,2,4
520035,3,outside_VISp,2,1,0,5,4,1,0,2,2,5
520036,3,outside_VISp,2,1,0,4,4,1,0,2,2,5
520037,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
520038,3,outside_VISp,3,1,4,0,6,4,0,4,4,5
520040,3,VISp_VI,2,0,0,2,4,1,1,2,2,4
520041,3,outside_VISp,2,1,0,8,4,1,0,2,2,5
520042,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
520043,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520044,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
520045,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520046,3,VISp_VI,2,0,0,1,4,1,1,2,2,4
520047,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520048,3,outside_VISp,2,0,0,3,4,1,5,2,2,0
520049,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
520050,3,VISp_VI,2,1,0,4,4,1,0,2,2,5
520051,3,outside_VISp,3,1,4,4,6,4,0,4,4,5
520052,3,outside_VISp,3,1,0,4,6,4,0,4,4,3
520053,3,outside_VISp,2,0,0,6,4,1,1,2,2,4
520054,3,VISp_VI,2,0,0,1,4,1,1,2,2,4
520055,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520056,3,outside_VISp,3,1,4,9,6,4,0,4,4,5
520057,3,outside_VISp,2,0,0,1,4,1,5,2,2,4
520058,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520059,3,outside_VISp,3,1,4,4,6,4,0,4,4,3
520061,3,VISp_VI,2,1,0,9,4,1,0,2,2,5
520062,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520063,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520064,3,VISp_VI,2,0,0,1,4,1,1,2,2,4
520065,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520066,3,outside_VISp,3,1,0,5,6,4,3,4,2,5
520067,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520068,3,outside_VISp,3,0,4,3,6,4,0,4,2,5
520070,3,outside_VISp,3,1,0,7,6,1,0,4,2,5
520071,3,outside_VISp,2,0,0,2,4,1,1,2,2,4
520072,3,outside_VISp,1,0,0,6,4,1,1,2,2,4
520073,3,outside_VISp,2,0,0,10,4,1,1,2,2,4
520074,3,outside_VISp,2,1,0,11,4,1,0,2,2,5
520075,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520076,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520078,3,outside_VISp,3,1,4,7,6,4,0,4,2,5
520079,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520080,3,outside_VISp,1,2,0,14,4,1,3,2,2,1
520081,3,outside_VISp,2,2,0,14,4,1,3,2,2,1
520082,3,outside_VISp,2,0,0,6,4,1,1,2,2,4
520083,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520084,3,outside_VISp,1,0,0,15,4,1,1,2,2,5
520085,3,outside_VISp,3,1,4,5,4,4,3,3,2,3
520086,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520087,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520088,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520089,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520090,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520091,3,outside_VISp,1,1,0,7,4,1,0,2,2,5
520093,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520094,3,outside_VISp,1,1,4,5,4,4,0,3,2,1
520095,3,outside_VISp,2,0,0,6,4,1,1,2,2,4
520096,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520098,3,outside_VISp,2,0,0,2,4,1,1,2,2,0
520099,3,outside_VISp,2,0,0,1,4,1,1,2,2,4
520100,3,outside_VISp,2,0,0,5,4,1,3,3,2,4
520101,3,outside_VISp,2,0,0,6,4,1,1,2,2,4
520102,3,outside_VISp,2,1,0,7,4,1,0,2,2,5
520103,3,outside_VISp,2,0,0,1,4,1,1,3,2,4
520104,3,outside_VISp,2,0,0,1,4,1,5,2,2,4
